,num_below,peaks_below,file_name
255,21,"[1.51164168 2.5178461  2.53061254 1.5435241  1.54752734 2.62124673
 2.62563436 2.68839087 1.69166643 2.69742752 2.70127908 1.69992883
 2.70587662 1.70787075 1.70950482 1.72487099 1.73000575 1.73333621
 1.74429681 1.74983326 2.81590902]",CHB107NG.cas
256,0,[],CHB107PA.cas
257,0,[],CHB107PD.cas
258,0,[],CHB107PE.cas
259,30,"[2.50041416 2.51560372 2.526362   2.54232629 2.55141046 2.58645009
 2.59289543 2.59804273 2.61448931 2.63039615 1.66031137 1.66406732
 2.68056388 2.75983864 2.76428943 1.7660288  1.77173527 1.77514881
 2.78224406 1.78659303 1.78968389 1.79198535 1.79411981 2.80827269
 1.81032223 1.81658935 1.81832015 2.89128312 1.90623097 1.90955122]",CHB108NB.cas
260,16,"[1.51377063 2.51983718 2.52514322 2.54241372 1.64216049 2.64923285
 1.66361493 2.67241877 1.678153   1.68211703 2.69344023 1.69424982
 1.70202273 2.70949982 2.874899   1.90698927]",CHB108NC.cas
261,0,[],CHB108PA.cas
262,0,[],CHB108PD.cas
263,6,[ 2.56270916  2.56842312  2.63895941 13.68025463  1.72899847 13.75530258],CHB109NB.cas
264,55,"[ 2.50253192  2.50549958  2.51043237  2.51502046 21.50151303  2.53174652
 27.50466853 19.52940162 21.5326648  27.52719409 19.54398465 18.56342666
 19.56835183 18.57627392 26.56880742 20.61480431 13.63187324 18.63552917
 19.64703002 18.65371086  1.67288495  1.68476075 19.66400473 14.67612946
 19.66945767 17.67659327  1.70477051 17.6939731  19.69891309  1.72177454
 17.71278093  2.73519019  1.73439801  2.73713152  1.74042394 19.7241411
 19.73119158 13.75332067  1.77364852 19.75239061 20.75468651 19.75882294
 22.76638097 20.77518035 17.79855458 21.79681107 22.82432025 13.83949092
  2.85717709 16.84190052 19.84452662 19.85850855 14.87350448 19.87318613
 17.89050246]",CHB109ND.cas
265,60,"[17.50436478 17.51202229 18.52766206 23.52001609 20.53424969 21.53184115
 23.53275368 22.54920833 21.55318261 18.56305876 17.56560981 19.55921734
 22.55750673 25.55808833 21.58000505 20.595454   21.60307602 19.61731303
 21.63408264 17.64676328 20.65629574 19.65797884 23.65490613 21.67172142
 20.68161573 23.68038751 16.69965471 19.70257386 23.70083904 23.71064006
 18.73645844 20.731995   22.73548022 19.74314546 21.74392307 18.75761432
 16.76400538 20.76755705 17.77666946 19.77417738 16.78926999 21.78714683
 21.79631125 23.79069031 18.8052496  22.80877411 21.81683736 23.81459458
 17.83305486 22.8266103  21.83239621 23.83077341 22.83624554 21.85307226
 23.84728804 17.8626868  23.86165523 17.8780594  23.86906019 22.87447313]",CHB109NE.cas
266,0,[],CHB109PA.cas
267,6,[28.54196253 28.56170129 28.59249331 28.60811258 28.65780579 28.67493656],CHB109PC.cas
268,5,[ 28.50491958  28.53998531  28.55509743  28.56603726 206.77590958],CHB109PF.cas
269,0,[],CHB10NB.cas
270,7,"[18.55228272 19.60145187  1.69736047 13.68665602  1.70288587  1.72069025
  1.73639025]",CHB110NB.cas
271,8,"[20.53943789 18.58672866 20.62909243 19.62857923 19.66572021 16.74155245
 17.76218066 17.78690413]",CHB110ND.cas
272,44,"[  2.50267803   1.50865702   2.51933437   2.53059737   2.537296
  29.50335837   2.57249268  30.53467765   2.61523814  29.57925302
  13.64420221   1.65926961   2.66822497  27.63573832   2.67723918
   2.69504756  29.65709352   2.71340213   1.71535012  29.70232569
  27.70566924   1.74767877  27.71465073   1.75182318  49.68953633
   1.76437749  17.75451033   2.77187641   1.7733587    2.77861709
   1.77786913   1.77998446   2.78370476  16.76682126  17.78073857
   1.80212241  26.77011762   2.81290108  13.8434662   13.85785478
  26.83714241  28.86513504   2.90818234 250.97297837]",CHB110NF.cas
273,3,[28.54313415 28.56823691 28.62309635],CHB110PA.cas
274,4,[ 28.51052707  28.53945323  28.55657873 206.76581047],CHB110PC.cas
275,0,[],CHB110PE.cas
276,1,[26.87324566],CHB111NB.cas
277,73,"[ 2.50024799  2.50828174  2.51281166  2.51686828 19.5144358   2.5441179
  2.54638562 17.53858224 18.54134247 19.53559792 17.55526756 18.55476801
 19.55376109 21.5751296  13.59537827  2.61418202 13.6076846  20.60358709
 21.61109378 21.62406164 17.63425327 18.63446594 18.64809111  2.66641453
 16.65427008 21.64908107 13.6644874   1.67853692 16.66503355  1.68089273
 13.67287841 16.6795643  13.68592044 13.6989782   1.71598949  2.72186229
 19.70235297 22.70196895 17.7120057  20.7080668   2.73352697 16.71699017
 18.71789289  1.73517444  2.7382023   1.73760854  1.74920879 19.73510794
 20.74799475 20.75752854 22.75676295 19.76241679 16.76938728 21.76732077
 19.77131743  2.79534229 16.7799939   2.79749368 22.77513783 20.78416469
 14.79248331 16.7924167  13.80535189 17.80303578 22.80960886  2.84207012
 19.82753468 16.83782661  1.86323092 17.85678624 18.85819553 16.8868825
 18.88897697]",CHB111NC.cas
278,70,"[ 2.51209544  2.51622085 15.50456834 18.5272796  26.51186698 21.53439273
 18.54507945 13.55083696 26.53178841 19.54346926 13.56413247 20.5629913
  2.58561039 21.56282495 19.56566303 21.57608132 18.58901432 14.5918591
 16.59904449  2.61661797 21.60151547 18.60986716 17.63099863 19.62563643
 30.61514192 16.64203039 17.64282621 23.6301354  20.64468278 15.66893293
 18.67273464 19.67504583  1.69871256 16.68425112  2.7016942   1.7023092
 18.6876063   1.70669455 18.69371801 20.69222871 16.69776118 21.69316852
 13.70512392 20.70826594 22.70499757 17.7177539  30.69613937 20.71795723
 22.71764542 31.70864306  1.75392156 16.74282857 19.74348543  1.78657664
 19.76701488  1.79345631 18.78002492 14.7820613  17.78353614 18.802325
 17.80545788 17.81438639 13.81959042 16.82824345  2.85069103 22.85164562
 22.87015809 16.88553172 19.87980273 14.89039194]",CHB111NF.cas
279,0,[],CHB111PA.cas
280,0,[],CHB111PE.cas
281,0,[],CHB117PC.cas
282,11,"[ 36.53219917  41.549635    41.55587672  39.61342379  38.66431964
  35.68273428  36.68844159  39.7251242   37.79091548  40.83799354
 170.83273442]",CHB120NA.cas
283,0,[],CHB120ND.cas
284,0,[],CHB120NE.cas
285,0,[],CHB120PB.cas
286,0,[],CHB120PC.cas
287,0,[],CHB120PF.cas
288,0,[],CHB121NB.cas
289,0,[],CHB121NC.cas
290,0,[],CHB121NF.cas
291,0,[],CHB121PA.cas
292,0,[],CHB121PD.cas
293,0,[],CHB121PE.cas
294,0,[],CHB122NA.cas
295,0,[],CHB122PB.cas
296,2,[17.63808436 17.77237476],CHB123NC.cas
297,0,[],CHB123PB.cas
298,0,[],CHB12NA.cas
299,0,[],CHB12PB.cas
300,1,[13.62463836],CHB132NB.cas
301,1,[13.75589771],CHB132NC.cas
302,0,[],CHB132PA.cas
303,0,[],CHB132PD.cas
304,0,[],CHB132PE.cas
305,2,[13.67783294 13.86929941],CHB133NA.cas
306,4,[13.6265406  13.68437391 13.75999941 13.800183  ],CHB133ND.cas
307,1,[13.66894933],CHB133NF.cas
308,0,[],CHB133PB.cas
309,0,[],CHB133PC.cas
310,0,[],CHB133PE.cas
311,9,"[13.50174363 13.54497648 13.5601183  13.57923384 13.65749465 13.67912272
 13.69885572 13.80612222 13.81702512]",CHB135NB.cas
312,0,[],CHB135PA.cas
313,0,[],CHB136NC.cas
314,0,[],CHB136PD.cas
315,0,[],CHB137NC.cas
316,8,"[37.50343655 38.54924747 38.56747507 38.65542263 37.69440629 38.71841559
 40.79564501 40.84181729]",CHB137NE.cas
317,0,[],CHB137PB.cas
318,0,[],CHB137PD.cas
319,0,[],CHB139NC.cas
320,0,[],CHB139PA.cas
321,1,[2.54707545],CHB13NB.cas
322,0,[],CHB13ND.cas
323,3,[577.53302513 604.5401564  603.54606925],CHB13PA.cas
324,13,"[193.77845996 196.78655451 199.78896969 197.79152195 192.78812581
 180.78832801 183.79449172 181.79666804 184.80419641 179.79900722
 167.79855106 168.80710321 165.807545  ]",CHB13PC.cas
325,3,[13.66709242 13.69320312 13.75567895],CHB143NA.cas
326,1,[13.62912828],CHB143ND.cas
327,0,[],CHB143NE.cas
328,0,[],CHB143PB.cas
329,0,[],CHB143PC.cas
330,0,[],CHB143PF.cas
331,68,"[ 19.50383028  19.52526807  20.53371131  20.53711506  17.5738507
  19.56832558  19.58064855  41.57486163  17.61697324  18.61859802
  18.66353974  18.67241214  18.69768224  17.71623086  19.71256949
  16.72669488  17.73538772 239.81338124 233.81265195 232.81266055
 234.81723993 231.81551489 230.81469551 222.81100686  18.79624738
 211.81274553 229.81469766 227.81507943  79.73192433 214.81582302
 213.81713481 217.81766177 219.81891822 228.81926852 216.82112594
  17.8216541  223.82275537 221.84439214 258.93418442  17.83667423
  63.76699587 224.844564   206.8216077  218.84661149 213.84762859
 215.84950562 207.83063432 210.85610529  19.8495441  214.86051571
  17.8612188   16.86280885  19.86021498 208.8496545  206.84770339
 205.84921631 204.85100273 202.85522949  17.88367085 197.85429439
 194.8539582  231.93137932 198.86204185 233.93615516  17.89443962
  16.89505237 230.93370198 242.95958629]",CHB144NB.cas
332,36,"[ 17.52709896  18.60784285  18.61829105  17.63492023  18.63697612
  17.64732287  18.65069957  17.67283564  18.69833148  17.70987744
  18.71319536 235.81075795 230.81262781  16.77623718 234.82127815
 232.81755459 231.81731324 233.82095977 226.80930656  16.79665037
  17.79887094 224.8100971   17.80931414 227.81076377 229.81090603
  18.81169671 213.81601297 219.81698014 211.81778758 228.81786974
 216.81815767 217.8192172   20.81385371 214.82208255  16.86654985
  17.88593678]",CHB144ND.cas
333,0,[],CHB144PA.cas
334,3,[216.79105858 215.79144112 199.79220685],CHB144PC.cas
335,10,"[ 26.50508309  17.61578987  18.63444736  18.64172496  16.7360755
  17.76108017  16.76366509  17.83586533  17.86106952 231.932255  ]",CHB145NA.cas
336,32,"[ 19.54617557  41.57284651  18.64281537 235.81627577 288.77136691
 236.82186204  17.77356553 289.77506421 233.81645935 232.81629564
 234.82165451 226.8066196  287.77899202 230.81505812 231.82102133
  17.80708479 224.81079836 227.81158403 229.81268139 217.81433469
 214.81520197 213.81850707 211.81884751 215.81887114 228.81990594
 216.82048132 220.82385724 219.82395576  18.82279162 218.82734947
  17.83478855 178.82479469]",CHB145ND.cas
337,34,"[ 18.50628693  17.51575633  19.51051279  20.5151084   26.51088138
  19.57814853  28.56745953  27.58942561  41.57467142  28.59974606
  17.63798447  20.64407347  26.64464312  17.68308497  17.69499582
  26.69565133  18.72251745  17.72838052  17.75277141  17.76697117
  16.79599124  17.79831138  17.812079    19.81405277  16.82523576
  16.83066421  17.83610726 207.82817223  17.85753235  18.86188627
 230.92793026 231.9322878  233.93548671  17.89559242]",CHB145NG.cas
338,8,"[262.91056503 261.91152236 251.95887833 241.94248373 250.96502825
 242.94806315 240.94406214 246.96797899]",CHB145PB.cas
339,4,[215.79231254 216.79953557 199.79142539 169.82755261],CHB145PC.cas
340,0,[],CHB145PF.cas
341,20,"[ 18.53853417  18.60055994  17.60720313  18.70434431  18.71342039
  17.73132072  18.73115526 231.7771143   17.74684947 232.78979019
  17.76191386  17.77099523  17.78160396 215.78649132 218.78693177
  17.82025451  17.83717581  17.8675871  181.82798461 186.84758638]",CHB146NB.cas
342,4,[215.78380655 216.78957354 202.79056933 199.79534486],CHB146PA.cas
343,1,[13.59458903],CHB147NB.cas
344,2,[13.56971359 17.77299702],CHB147NC.cas
345,0,[],CHB147NF.cas
346,0,[],CHB147PA.cas
347,0,[],CHB147PD.cas
348,0,[],CHB147PE.cas
349,0,[],CHB148NB.cas
350,0,[],CHB148ND.cas
351,0,[],CHB148PA.cas
352,0,[],CHB148PC.cas
353,0,[],CHB149NB.cas
354,1,[13.72224978],CHB149NC.cas
355,0,[],CHB149NF.cas
356,0,[],CHB149PA.cas
357,0,[],CHB149PD.cas
358,0,[],CHB149PE.cas
359,1,[1.75956393],CHB14NB.cas
360,0,[],CHB14ND.cas
361,0,[],CHB14PA.cas
362,13,"[193.78074693 196.78579259 199.79108782 197.79475627 200.79979538
 180.79158851 183.79657879 184.80403625 181.80178523 179.80177502
 167.80271941 168.80943973 165.80883972]",CHB14PC.cas
363,1,[17.89136684],CHB150NB.cas
364,0,[],CHB150ND.cas
365,0,[],CHB150PA.cas
366,0,[],CHB150PC.cas
367,0,[],CHB152ND.cas
368,0,[],CHB152NE.cas
369,2,[551.50669026  70.60998254],CHB152PC.cas
370,6,"[594.51831209 563.52760073 635.54042745 594.58517183 591.60426712
 593.61771032]",CHB152PF.cas
371,0,[],CHB15NB.cas
372,0,[],CHB15ND.cas
373,1,[162.82306343],CHB15PA.cas
374,14,"[222.75315429 220.77121637 218.77141689 216.77202211 214.7755173
 212.77715643 202.76789008 200.77159604 196.77222922 194.77651689
 192.77684878 190.77595509 188.77919497 172.81063116]",CHB15PC.cas
375,0,[],CHB17ND.cas
376,2,[16.78762752 17.79042453],CHB17NF.cas
377,3,[1.67931636 1.68386624 1.71056252],CHB21NC.cas
378,27,"[ 2.5133289   1.51845193  2.53544714  2.54826128  2.55412269  2.55632021
  2.55903568  2.56179248  2.56401656  2.56828916  2.61581265  1.64575144
  1.65113374 13.64095778  1.65727595  1.6627712   1.66599465  1.6753728
  1.68552865  1.7006291   1.70945917  1.74382128  2.74600546  1.74943054
  1.75496454  2.78279227  2.88386998]",CHB21ND.cas
379,0,[],CHB21PB.cas
380,0,[],CHB21PE.cas
381,5,[2.53705961 1.68288602 1.69231616 1.70565072 1.72511126],CHB23NF.cas
382,0,[],CHB23PE.cas
383,4,[17.72280745 16.79781618 17.81459865 17.83759749],CHB33NB.cas
384,0,[],CHB33ND.cas
385,1,[216.79594032],CHB33PA.cas
386,11,"[193.7803316  199.7887717  196.78842936 193.79760751 197.80533147
 180.79159685 183.79816573 184.80766155 181.80306681 168.80683355
 167.80579179]",CHB33PC.cas
387,36,"[ 32.52033588  27.57877642   1.70808751  17.69491403  27.68563832
  27.71751525 222.79139784 224.80415124 213.81191828 215.81490577
 220.81674815 211.82333891 219.82926757 217.83052531 213.83326866
 218.84059042 203.81887389 250.92986976 208.83308414 205.83367048
 246.93555774 188.82556145 206.84670828 202.84829242  17.87622261
 204.85424333 196.84874103 194.84871342 231.92325177 192.84917046
 209.87588539 185.8437015  191.85386971 189.85178103 183.84445626
 233.93760325]",CHB44ND.cas
388,0,[],CHB44PC.cas
389,25,"[211.79921055 210.81033429 202.79223124 203.79655963 201.79715644
 204.80123608 199.7981838  200.8016717  194.79664537 195.80213658
 196.80692989 193.80338694 189.79954561 191.80507797 184.79864802
 177.79391065 188.80877025 187.80810903 186.80969865 185.81251554
 175.80084942 174.80263166 173.80087955 179.80881776 176.8076765 ]",CHB44PE.cas
390,58,"[ 18.50460345  18.51228976  21.55707568  20.56070263  19.56966759
  17.58670514  20.58737182  19.59700847  19.60759192  19.6156153
  20.62331265  21.63310979  19.6342711   20.64186007  17.65451702
  19.65210617  20.65643739  17.66931545  19.66274032  22.69828466
  40.67196933  17.72864757  16.75748058  17.75948619 230.8214425
  17.78588054  21.78137268 225.81792992 226.82689737 227.80729083
  21.80736608 220.81806673 224.82140349  20.81864155 228.82898367
 315.84431372 260.95343906 314.85062276  19.84414147 250.93232528
 313.8536824  316.85444119 246.93376412  17.86678618 317.86787477
 318.8694838  186.82706724 231.91878276 233.92193408 230.91714563
 313.88606246 234.93276153 264.89165592 186.84768659 200.86331156
 232.9337487  288.89445332  17.89900303]",CHB45NA.cas
391,40,"[21.5038198  19.52226486 29.50376376 20.5272387  21.52840847 20.5366172
 17.55617048 19.55662147 21.55733013 19.60029426 17.6123544  41.57246239
 19.6426241  26.63725743 20.6529708  28.63713764 30.64493654 20.66533976
 27.65342604 21.66858719 27.66288972 17.68690821 17.69385157 20.69616786
 30.68922583 20.70983248 27.70528137 17.72797997 21.72546705 20.74318592
 21.74197118 17.77631254 16.782677   27.7615932  31.77717421 21.79818818
 17.82894882 19.83152495 19.85074486 17.8736994 ]",CHB49NB.cas
392,63,"[ 17.50119716  21.50451158  17.52241338  21.51754177  39.51740383
  35.52279374  18.55394792  21.54737727  16.5700702   21.58970454
  40.57135928  22.60200995  21.60629626  24.61338543  20.62188695
  25.61937361  22.63133049  19.63898249  21.63978095  20.64615204
  41.61167072  45.61098213  22.6571487   45.62418289  22.66700399
  18.67729725  17.68315941  19.68405478  22.68759434  26.68235233
  36.66771847  19.70238614  16.70980893  42.67294391  18.72697667
  22.73604211  36.71241899  18.75725641 215.76990775  22.76941591
  17.77991117  16.78251243  41.7600883   20.82066968  17.82954492
  18.83087627  21.83122335  19.83633678  38.80805204  16.85117079
  41.81633719  17.86472062 178.81902905  16.87614269  21.8759646
  42.8463648  179.83656947  22.88047203  16.89139377  18.89197015
  38.85897423  17.89624497  21.89131128]",CHB49ND.cas
393,3,[ 1.50009841 13.69110339 13.71840448],CHB49NE.cas
394,0,[],CHB49PA.cas
395,1,[216.79421282],CHB49PC.cas
396,62,"[ 18.50924768  20.51743204  20.52260887  30.5086439   20.53121479
  21.53043014  30.51776865  20.56590329  31.54697213  20.57141933
  17.6079302   17.61315237  30.60851189  30.62014179  30.62669294
  28.63272682  20.65986198  18.66583615  13.67263329  26.65231563
   1.68945943  20.67606287  30.65729215  17.68582876   1.70673557
  16.69507548  21.69511154  16.70880762   1.72607564   1.72753349
  27.69175077  20.71228294   1.73467806  32.69258967  28.70740176
  27.71518505  21.73090425  17.75382282  42.72457163  16.77102803
  19.77621255  17.79562153  19.7915879   16.80149892  30.78259405
  41.77336646  30.8093023  250.93247163  31.83312226 246.94067529
  31.84604771 204.85115243 202.85144259  31.85557189  27.8613542
  18.88391544 233.93583517 231.93308459 186.85109877  17.89497538
 202.86858631  21.89013776]",CHB50NF.cas
397,0,[],CHB50PE.cas
398,22,"[ 19.56419472  19.61103248  17.6270318   20.66792955  18.67611319
  18.68999786  20.71636546  20.72987757  17.75221646  20.75102082
  17.76365805  23.75207527  19.77598573  17.79683111  17.80318079
  21.80438403 250.94209968 246.94448588  17.88095892 233.93390412
  17.897959   234.94377573]",CHB51NB.cas
399,0,[],CHB51PA.cas
400,0,[],CHB53NB.cas
401,3,[528.5215151  266.52504873 528.57513404],CHB53PA.cas
402,30,"[ 1.51935633 19.54062629 18.54794271 19.55084087 14.57965602 28.56158265
 18.61543856 17.63871228 20.64329427 26.63143519 18.64893805 18.66220658
 13.69222223 17.69468101 13.70433372 21.71490173 21.72100673 13.74914993
 16.75364067 20.75707861 16.76795733 17.78630544 16.78742562 13.79299111
 13.80047164 17.81167155 16.84433917 16.85272632 18.86579703 20.88654183]",CHB56NF.cas
403,11,"[ 23.50093188  24.55331903  23.64882664  23.6687476   23.68503581
  23.6979567   23.74738328  23.7664594  306.83828816  23.82844032
  23.84559756]",CHB56PE.cas
404,23,"[1.5287292  1.53981065 2.5501964  1.55195049 1.57052685 2.58340862
 2.59374809 2.61560181 1.66883725 1.67851068 1.68448519 1.70953189
 1.7128314  1.71695554 1.72019062 2.72582299 1.72438177 1.73620261
 1.74033848 2.78575655 2.83416382 2.83974451 2.87046949]",CHB57NA.cas
405,2,[2.56844748 1.84179965],CHB57ND.cas
406,0,[],CHB57PB.cas
407,0,[],CHB57PE.cas
408,77,"[ 20.51777865  20.52659423  29.512883    18.53986754  30.51810846
  21.55884471  19.56817422  26.56683926  27.56254503  20.58861849
  21.58859571  19.59499893  20.60094565  41.57832258  17.64934913
  21.66135777  22.67310438  21.68230079  21.70706012  18.71861104
  18.72577311  21.7211412   19.72631074  19.73419202  27.71980352
  17.74732424  49.69469231  27.72900787  19.74548158  18.75871165
  19.76218547  20.76822404  18.78237821  20.78236872  17.79012339
  22.79292782  19.79731099  16.80420125  17.81317471  16.82103953
 246.90218681 350.83457132 262.95458718  17.83555982 260.94878799
 261.95603636 257.94190439 259.94867336 256.94646057 258.95294697
 251.9407034  436.86177594 250.94335612  16.86349981  18.86390708
 437.86556416 434.86646881 435.86796257 438.86896517 439.87132291
 440.87136424  20.86564584  22.86456534 246.94820344  20.87188819
 242.94140432 241.9409036   17.88938026 240.95191152  19.88762526
  17.89464817 308.89587391 234.9399395  236.94408467 233.93760101
 290.89793618 237.94906521]",CHB60NB.cas
409,68,"[ 18.50432634  20.50899535  18.51770743  24.50638631  17.5341401
  18.53736058  20.53533436  21.55410338  18.57011338  17.57320379
  21.57350377  18.59570123  21.58952397  19.59168448  18.60107657
  20.61244583  23.61631003  18.63699825  23.62365353  21.64415137
  17.65311854  17.66852598  20.69143299  21.7004021   19.70574563
  20.71783193  22.71694661  16.73381365  16.74380053  18.74934958
  17.75201424  16.75487987  21.74912208  19.7535829   22.76214544
  21.76921104  21.79059705  19.79465644  23.78805851 262.92709365
 261.92499744  23.79846691  22.80420125  17.81400621  20.81182134
 260.93121404  17.82810245  20.82880154  16.84462496 649.84772104
 648.84854671 257.96241191 258.9653585  647.86822928 295.86880949
  18.87327827 294.87748706 251.9612318  293.87849037 256.97411303
 296.88675466 259.99470565 260.99844144 250.97006628  16.89045459
 246.9642269  294.89836097 418.89847936]",CHB60ND.cas
410,0,[],CHB61NB.cas
411,4,[1.67696634 1.70677583 2.73307219 2.82697413],CHB61ND.cas
412,0,[],CHB61PA.cas
413,0,[],CHB61PC.cas
414,68,"[ 18.50136287  19.52872877  21.52805684  20.53266125  19.53743863
  18.55340738  21.54708489  20.554392    19.5533398   18.5689287
  28.55477852  18.57745501  21.59215572  22.60426823  19.60829908
  27.60448958  23.61287435  17.63274141  17.64847465  16.66347688
  20.65917598  19.65866935  26.64914056  20.66372681  16.67058506
 262.78990094  23.66106558 261.79032291  22.66979329 260.78909793
  13.704996    20.70799684  13.71736783  18.72714646  20.74793765
  16.7581978   19.7656692   16.77346463  23.77053459 264.78751749
 266.78810293 263.78856879 268.79238753  16.79151848  19.7852642
  28.78445934  22.80070442  17.81398392  26.80785266  22.81672879
  18.83808977  26.830334    18.84847898  19.85184886  19.85864983
  17.8669366   20.87109812  18.87720588 204.8609868  206.86269733
 197.8548332   20.8833011  203.86256318 201.86057691 202.86322483
 200.8613756  199.86318537 198.8637256 ]",CHB63NB.cas
415,74,"[ 18.51021993  19.51805874  18.52586615  18.5332465   18.55674176
  18.56303591  17.56665351  18.61592595  22.61469825  19.62360559
  22.62200289  18.63236341  19.63929385  18.64596972  19.64586265
  21.65555788  22.65944128 262.7884862  261.78828884 388.67787864
 386.6786172  260.78766236 384.68810406  22.68200108  20.69672437
  22.69820117 250.79873903 246.79403007  20.73167776  16.74495252
  17.75169435  16.75765887  18.76464185  19.760091    16.77007419
  18.7763727  243.78075766  20.77639711 247.78638784 263.78715854
 245.78973362 266.79001853 264.79006621 244.79008756 265.79021051
 268.79276375 280.79563429 248.7966187  249.797406   278.7997159
  18.79820755 229.80387638  22.79597911  17.81548956 224.82010306
  22.81269732  20.81966383 208.81182378 206.81275944  21.82954562
  16.84068832 207.81928858  17.84739975  18.84848918  16.84987245
  21.85102122  22.85152093  20.85619709  20.86733766  18.87675458
  22.86836091  17.88090659 198.86149131  18.89334966]",CHB63NC.cas
416,17,"[250.79500566 246.79477641 235.79672329 233.79761524 231.7952532
 230.7963211  232.80377021 227.79152054 228.79289296 229.79446576
 212.79477751 245.79498029 248.79773845 244.79897072 213.79960305
 215.80018302 211.80111026]",CHB63PA.cas
417,40,"[351.68498277 353.68604815 250.80115955 246.79491504 237.79550657
 235.79316759 236.8017747  233.7950687  231.79238784 232.79513147
 234.80227776 230.79488684 229.79149645 227.79340471 228.79419776
 215.79530525 211.79609424 213.79650136 247.79722961 244.79749811
 249.79766765 212.79815939 216.79881527 217.7990498  214.79912491
 248.80066206 245.80067644 219.80150604 252.80218499 199.8018568
 195.79965065 197.80488125 196.80883983 194.82134309 192.8206563
 190.82222196 191.82830843 176.82313072 174.82138387 175.82793176]",CHB63PD.cas
418,2,[17.59671222 16.88714996],CHB64NB.cas
419,1,[17.73889698],CHB64NC.cas
420,0,[],CHB64PA.cas
421,0,[],CHB64PD.cas
422,135,"[ 17.51648292  22.51436628  17.53818424  20.54899068  20.55892074
  19.56745528  20.62063068  17.63266868 488.65168048 472.65458589
  20.66178619  20.66832005  17.67545042  19.67126131 261.79545
 408.69023712  19.68311364 259.80017576 392.69509074 260.81274874
  17.70656817 421.70850248 262.8276435  454.71089437 376.71118084
 438.71295058  17.72180564 378.72660313  19.72428713 315.73928639
 332.74050146 357.74577843 250.8295637   16.74995737 374.75102881
 341.75254429  22.74358385 358.75713644 312.75897004 356.75940491
 324.76006829 238.81493139  18.76172582 315.76395665 256.85961124
 246.83481678 298.76505635 296.76515481 242.83008753 280.7702429
 313.77172741 297.77418488 314.78069457 322.78089845  19.77490919
 277.78988261 221.80874789 282.79330737 294.79481175 310.79757476
 278.79832037 295.80194407 234.84597425 279.80640982 306.80756025
 275.80782318 276.81088111 219.81190262 296.81363672 241.87617295
 307.81754025 242.8804706  274.8212328  226.84937746 247.82244153
 272.82262211 263.82341653 264.82504877 245.8251313  270.82947914
 229.82975755 225.85674319 248.83151123  20.8266139   17.83475708
 217.83807012 250.91788704  20.83351423 298.8403223  236.89311328
 220.8470353  228.84830154 218.85020828 212.85096785  20.84533964
  17.85080993 258.95312222 224.85223873 243.85281099  16.85242955
  19.8465914  210.85468995 269.85552831 227.85716374 211.85810155
 252.85818653 254.85822205 202.83267909 244.86547758 200.83663016
 203.84041609 209.8576662  298.87285937 201.84361434 266.87433285
 208.85487579  17.87528418 188.83587046 234.92314506 230.91623178
 264.88042175  18.87909515 198.84916643 206.85859765 218.88270608
  16.88256673 186.83991382 254.88759038 184.84247259 196.8570323
 207.86980246 194.85991574  16.89482883 195.86270521  16.8980513 ]",CHB65NB.cas
423,61,"[ 21.51145357  19.53340543  18.54283557  18.55806634  20.56353582
 486.57730728 456.59085079  18.62408009  17.64183219  19.64300772
  44.60725391  17.65248972 355.67104618 372.67402908 261.79753319
 356.68551991 262.80805512 362.70768043  18.70932957  17.71066502
 238.76554918 346.71345867  20.70742406 330.71462536  18.71846406
 316.73330862  16.73527015 300.73820934  20.73368139 284.7453179
 286.75091408  17.75046826 270.75375653  16.75842037 254.76111826
 288.76245242 231.81199542 232.82326289  18.78421458  16.78621666
 278.79824908 230.83604823  17.80893902 248.81643167 215.81690058
 216.82659164  19.82008836 204.81125815 220.84653039 210.85406347
 201.82775648 200.83086982 202.83762144 204.85065591 234.92432141
 185.83491897  58.81961009 186.8435425  194.85739423  19.88519295
  17.89474763]",CHB65ND.cas
424,60,"[ 1.50066408  2.51089133 13.50190354  1.52307981  1.52873612 19.52225562
  2.55172076 19.52945689  1.55504245 19.55179751 20.55709317 13.56784308
 13.59088243 20.5903633  19.59025917 19.59627751  2.62795345  2.64837615
 14.63670518  2.65982342 17.6471875   1.66661391 17.66479064 14.66804172
  2.68423526 19.66166775 17.67482206 17.6817691   1.70456091 18.69811889
 19.69880614 16.70937166 13.71431017 13.72346373 17.72389855 13.73364918
  1.74534036  2.74759582  1.74807276 16.73393461 13.74337755 14.74611253
 14.75041761 16.74961784 20.7619984  16.77250059 13.77908101 16.78003347
 14.78117641 14.79416091  2.81113363 20.79116214  2.84993766 19.8311587
 16.84179722 17.85559258 17.860849    2.87889302  2.88459749  2.90648394]",CHB65NF.cas
425,23,"[262.80679466 261.80395928 376.70309452 374.70638909 358.7083193
 360.71068039 377.71753488 260.8267773  246.81310004 326.7732088
 230.81378836 266.77820712 264.78088922 304.79494495 243.79855505
 273.7989647  245.80321101 248.80696076 229.80722287 274.80856272
 227.8092247  287.81332858 244.81570922]",CHB65PA.cas
